demarcation_code,financial_year,item_code,item_label,amount,id
LIM335,2013,unauthorised,Unauthorised Expenditure,,1288
LIM335,2013,irregular,Irregular Expenditure,6485000,1289
LIM335,2013,fruitless,Fruitless and Wasteful Expenditure,,1290
DC33,2013,unauthorised,Unauthorised Expenditure,157216000,1291
DC33,2013,irregular,Irregular Expenditure,159260000,1292
DC33,2013,fruitless,Fruitless and Wasteful Expenditure,1510000,1293
LIM341,2013,unauthorised,Unauthorised Expenditure,0,1294
LIM341,2013,irregular,Irregular Expenditure,0,1295
LIM341,2013,fruitless,Fruitless and Wasteful Expenditure,0,1296
LIM342,2013,unauthorised,Unauthorised Expenditure,0,1297
LIM342,2013,irregular,Irregular Expenditure,0,1298
LIM342,2013,fruitless,Fruitless and Wasteful Expenditure,0,1299
LIM343,2013,unauthorised,Unauthorised Expenditure,0,1300
LIM343,2013,irregular,Irregular Expenditure,0,1301
LIM343,2013,fruitless,Fruitless and Wasteful Expenditure,0,1302
LIM344,2013,unauthorised,Unauthorised Expenditure,142627000,1303
LIM344,2013,irregular,Irregular Expenditure,48211000,1304
LIM344,2013,fruitless,Fruitless and Wasteful Expenditure,2795000,1305
DC34,2013,unauthorised,Unauthorised Expenditure,5754000,1306
DC34,2013,irregular,Irregular Expenditure,726244000,1307
DC34,2013,fruitless,Fruitless and Wasteful Expenditure,2091000,1308
LIM351,2013,unauthorised,Unauthorised Expenditure,7391000,1309
LIM351,2013,irregular,Irregular Expenditure,20334000,1310
LIM351,2013,fruitless,Fruitless and Wasteful Expenditure,213000,1311
LIM352,2013,unauthorised,Unauthorised Expenditure,0,1312
LIM352,2013,irregular,Irregular Expenditure,0,1313
LIM352,2013,fruitless,Fruitless and Wasteful Expenditure,0,1314
LIM353,2013,unauthorised,Unauthorised Expenditure,0,1315
LIM353,2013,irregular,Irregular Expenditure,0,1316
LIM353,2013,fruitless,Fruitless and Wasteful Expenditure,0,1317
LIM354,2013,unauthorised,Unauthorised Expenditure,119889000,1318
LIM354,2013,irregular,Irregular Expenditure,246383000,1319
LIM354,2013,fruitless,Fruitless and Wasteful Expenditure,2692000,1320
LIM355,2013,unauthorised,Unauthorised Expenditure,,1321
LIM355,2013,irregular,Irregular Expenditure,72104000,1322
LIM355,2013,fruitless,Fruitless and Wasteful Expenditure,2699000,1323
DC35,2013,unauthorised,Unauthorised Expenditure,18059000,1324
DC35,2013,irregular,Irregular Expenditure,9504000,1325
DC35,2013,fruitless,Fruitless and Wasteful Expenditure,97000,1326
LIM361,2013,unauthorised,Unauthorised Expenditure,197093000,1327
LIM361,2013,irregular,Irregular Expenditure,243387000,1328
LIM361,2013,fruitless,Fruitless and Wasteful Expenditure,5477000,1329
LIM362,2013,unauthorised,Unauthorised Expenditure,0,1330
LIM362,2013,irregular,Irregular Expenditure,0,1331
LIM362,2013,fruitless,Fruitless and Wasteful Expenditure,0,1332
LIM364,2013,unauthorised,Unauthorised Expenditure,9260000,1333
LIM364,2013,irregular,Irregular Expenditure,3169000,1334
LIM364,2013,fruitless,Fruitless and Wasteful Expenditure,215000,1335
LIM365,2013,unauthorised,Unauthorised Expenditure,1077000,1336
LIM365,2013,irregular,Irregular Expenditure,6058000,1337
LIM365,2013,fruitless,Fruitless and Wasteful Expenditure,1524000,1338
LIM366,2013,unauthorised,Unauthorised Expenditure,30876000,1339
LIM366,2013,irregular,Irregular Expenditure,42867000,1340
LIM366,2013,fruitless,Fruitless and Wasteful Expenditure,500000,1341
LIM367,2013,unauthorised,Unauthorised Expenditure,0,1342
LIM367,2013,irregular,Irregular Expenditure,0,1343
LIM367,2013,fruitless,Fruitless and Wasteful Expenditure,0,1344
DC36,2013,unauthorised,Unauthorised Expenditure,,1345
DC36,2013,irregular,Irregular Expenditure,,1346
DC36,2013,fruitless,Fruitless and Wasteful Expenditure,6000,1347
MP301,2013,unauthorised,Unauthorised Expenditure,9059000,1348
MP301,2013,irregular,Irregular Expenditure,16912000,1349
MP301,2013,fruitless,Fruitless and Wasteful Expenditure,220317000,1350
MP302,2013,unauthorised,Unauthorised Expenditure,89069000,1351
MP302,2013,irregular,Irregular Expenditure,30942000,1352
MP302,2013,fruitless,Fruitless and Wasteful Expenditure,9555000,1353
MP303,2013,unauthorised,Unauthorised Expenditure,43210000,1354
MP303,2013,irregular,Irregular Expenditure,19231000,1355
MP303,2013,fruitless,Fruitless and Wasteful Expenditure,5798000,1356
MP304,2013,unauthorised,Unauthorised Expenditure,677000,1357
MP304,2013,irregular,Irregular Expenditure,6120000,1358
MP304,2013,fruitless,Fruitless and Wasteful Expenditure,147580000,1359
MP305,2013,unauthorised,Unauthorised Expenditure,383008000,1360
MP305,2013,irregular,Irregular Expenditure,35409000,1361
MP305,2013,fruitless,Fruitless and Wasteful Expenditure,22102000,1362
MP306,2013,unauthorised,Unauthorised Expenditure,85078000,1363
MP306,2013,irregular,Irregular Expenditure,17403000,1364
MP306,2013,fruitless,Fruitless and Wasteful Expenditure,1555000,1365
MP307,2013,unauthorised,Unauthorised Expenditure,,1366
MP307,2013,irregular,Irregular Expenditure,17367000,1367
MP307,2013,fruitless,Fruitless and Wasteful Expenditure,6824000,1368
DC30,2013,unauthorised,Unauthorised Expenditure,,1369
DC30,2013,irregular,Irregular Expenditure,97652000,1370
DC30,2013,fruitless,Fruitless and Wasteful Expenditure,,1371
MP311,2013,unauthorised,Unauthorised Expenditure,,1372
MP311,2013,irregular,Irregular Expenditure,17592000,1373
MP311,2013,fruitless,Fruitless and Wasteful Expenditure,347000,1374
MP312,2013,unauthorised,Unauthorised Expenditure,,1375
MP312,2013,irregular,Irregular Expenditure,,1376
MP312,2013,fruitless,Fruitless and Wasteful Expenditure,51187000,1377
MP313,2013,unauthorised,Unauthorised Expenditure,,1378
MP313,2013,irregular,Irregular Expenditure,,1379
MP313,2013,fruitless,Fruitless and Wasteful Expenditure,,1380
MP314,2013,unauthorised,Unauthorised Expenditure,42960000,1381
MP314,2013,irregular,Irregular Expenditure,2109000,1382
MP314,2013,fruitless,Fruitless and Wasteful Expenditure,1256000,1383
MP315,2013,unauthorised,Unauthorised Expenditure,57165000,1384
MP315,2013,irregular,Irregular Expenditure,5406000,1385
MP315,2013,fruitless,Fruitless and Wasteful Expenditure,92367000,1386
MP316,2013,unauthorised,Unauthorised Expenditure,,1387
MP316,2013,irregular,Irregular Expenditure,843000,1388
MP316,2013,fruitless,Fruitless and Wasteful Expenditure,67000,1389
DC31,2013,unauthorised,Unauthorised Expenditure,,1390
DC31,2013,irregular,Irregular Expenditure,,1391
DC31,2013,fruitless,Fruitless and Wasteful Expenditure,67590000,1392
MP321,2013,unauthorised,Unauthorised Expenditure,,1393
MP321,2013,irregular,Irregular Expenditure,75053000,1394
MP321,2013,fruitless,Fruitless and Wasteful Expenditure,1522000,1395
MP322,2013,unauthorised,Unauthorised Expenditure,7074000,1396
MP322,2013,irregular,Irregular Expenditure,77726000,1397
MP322,2013,fruitless,Fruitless and Wasteful Expenditure,13340000,1398
MP323,2013,unauthorised,Unauthorised Expenditure,,1399
MP323,2013,irregular,Irregular Expenditure,,1400
MP323,2013,fruitless,Fruitless and Wasteful Expenditure,144177000,1401
MP324,2013,unauthorised,Unauthorised Expenditure,36907000,1402
MP324,2013,irregular,Irregular Expenditure,57397000,1403
MP324,2013,fruitless,Fruitless and Wasteful Expenditure,2082000,1404
MP325,2013,unauthorised,Unauthorised Expenditure,348232000,1405
MP325,2013,irregular,Irregular Expenditure,592751000,1406
MP325,2013,fruitless,Fruitless and Wasteful Expenditure,,1407
DC32,2013,unauthorised,Unauthorised Expenditure,,1408
DC32,2013,irregular,Irregular Expenditure,,1409
DC32,2013,fruitless,Fruitless and Wasteful Expenditure,,1410
NC451,2013,unauthorised,Unauthorised Expenditure,54618000,1411
NC451,2013,irregular,Irregular Expenditure,8336000,1412
NC451,2013,fruitless,Fruitless and Wasteful Expenditure,372000,1413
NC452,2013,unauthorised,Unauthorised Expenditure,16054000,1414
NC452,2013,irregular,Irregular Expenditure,,1415
NC452,2013,fruitless,Fruitless and Wasteful Expenditure,109000,1416
NC453,2013,unauthorised,Unauthorised Expenditure,13247000,1417
NC453,2013,irregular,Irregular Expenditure,36368000,1418
NC453,2013,fruitless,Fruitless and Wasteful Expenditure,93000,1419
DC45,2013,unauthorised,Unauthorised Expenditure,385000,1420
DC45,2013,irregular,Irregular Expenditure,48000,1421
DC45,2013,fruitless,Fruitless and Wasteful Expenditure,104000,1422
NC061,2013,unauthorised,Unauthorised Expenditure,6677000,1423
NC061,2013,irregular,Irregular Expenditure,9754000,1424
NC061,2013,fruitless,Fruitless and Wasteful Expenditure,14000,1425
NC062,2013,unauthorised,Unauthorised Expenditure,110851000,1426
NC062,2013,irregular,Irregular Expenditure,24725000,1427
NC062,2013,fruitless,Fruitless and Wasteful Expenditure,4042000,1428
NC064,2013,unauthorised,Unauthorised Expenditure,70230000,1429
NC064,2013,irregular,Irregular Expenditure,6377000,1430
NC064,2013,fruitless,Fruitless and Wasteful Expenditure,789000,1431
NC065,2013,unauthorised,Unauthorised Expenditure,774000,1432
NC065,2013,irregular,Irregular Expenditure,3965000,1433
NC065,2013,fruitless,Fruitless and Wasteful Expenditure,2000,1434
NC066,2013,unauthorised,Unauthorised Expenditure,65345000,1435
NC066,2013,irregular,Irregular Expenditure,,1436
NC066,2013,fruitless,Fruitless and Wasteful Expenditure,1140000,1437
NC067,2013,unauthorised,Unauthorised Expenditure,5581000,1438
NC067,2013,irregular,Irregular Expenditure,11072000,1439
NC067,2013,fruitless,Fruitless and Wasteful Expenditure,66000,1440
DC6,2013,unauthorised,Unauthorised Expenditure,3728000,1441
DC6,2013,irregular,Irregular Expenditure,2662000,1442
DC6,2013,fruitless,Fruitless and Wasteful Expenditure,,1443
NC071,2013,unauthorised,Unauthorised Expenditure,,1444
NC071,2013,irregular,Irregular Expenditure,1895000,1445
NC071,2013,fruitless,Fruitless and Wasteful Expenditure,,1446
NC072,2013,unauthorised,Unauthorised Expenditure,89960000,1447
NC072,2013,irregular,Irregular Expenditure,2903000,1448
NC072,2013,fruitless,Fruitless and Wasteful Expenditure,,1449
NC073,2013,unauthorised,Unauthorised Expenditure,54230000,1450
NC073,2013,irregular,Irregular Expenditure,39350000,1451
NC073,2013,fruitless,Fruitless and Wasteful Expenditure,799000,1452
NC074,2013,unauthorised,Unauthorised Expenditure,4880000,1453
NC074,2013,irregular,Irregular Expenditure,1896000,1454
NC074,2013,fruitless,Fruitless and Wasteful Expenditure,,1455
NC075,2013,unauthorised,Unauthorised Expenditure,17367000,1456
NC075,2013,irregular,Irregular Expenditure,48529000,1457
NC075,2013,fruitless,Fruitless and Wasteful Expenditure,36200000,1458
NC076,2013,unauthorised,Unauthorised Expenditure,3305000,1459
NC076,2013,irregular,Irregular Expenditure,51229000,1460
NC076,2013,fruitless,Fruitless and Wasteful Expenditure,1614000,1461
NC077,2013,unauthorised,Unauthorised Expenditure,19172000,1462
NC077,2013,irregular,Irregular Expenditure,20192000,1463
NC077,2013,fruitless,Fruitless and Wasteful Expenditure,388000,1464
NC078,2013,unauthorised,Unauthorised Expenditure,85548000,1465
NC078,2013,irregular,Irregular Expenditure,8509000,1466
NC078,2013,fruitless,Fruitless and Wasteful Expenditure,595000,1467
DC7,2013,unauthorised,Unauthorised Expenditure,661000,1468
DC7,2013,irregular,Irregular Expenditure,31476000,1469
DC7,2013,fruitless,Fruitless and Wasteful Expenditure,471000,1470
NC081,2013,unauthorised,Unauthorised Expenditure,16437000,1471
NC081,2013,irregular,Irregular Expenditure,8085000,1472
NC081,2013,fruitless,Fruitless and Wasteful Expenditure,381000,1473
NC082,2013,unauthorised,Unauthorised Expenditure,5162000,1474
NC082,2013,irregular,Irregular Expenditure,3545000,1475
NC082,2013,fruitless,Fruitless and Wasteful Expenditure,,1476
NC083,2013,unauthorised,Unauthorised Expenditure,11265000,1477
NC083,2013,irregular,Irregular Expenditure,31480000,1478
NC083,2013,fruitless,Fruitless and Wasteful Expenditure,,1479
NC084,2013,unauthorised,Unauthorised Expenditure,,1480
NC084,2013,irregular,Irregular Expenditure,1747000,1481
NC084,2013,fruitless,Fruitless and Wasteful Expenditure,473000,1482
NC085,2013,unauthorised,Unauthorised Expenditure,60056000,1483
NC085,2013,irregular,Irregular Expenditure,1363000,1484
NC085,2013,fruitless,Fruitless and Wasteful Expenditure,32537000,1485
NC086,2013,unauthorised,Unauthorised Expenditure,19451000,1486
NC086,2013,irregular,Irregular Expenditure,13060000,1487
NC086,2013,fruitless,Fruitless and Wasteful Expenditure,403000,1488
DC8,2013,unauthorised,Unauthorised Expenditure,,1489
DC8,2013,irregular,Irregular Expenditure,3960000,1490
DC8,2013,fruitless,Fruitless and Wasteful Expenditure,,1491
NC091,2013,unauthorised,Unauthorised Expenditure,,1492
NC091,2013,irregular,Irregular Expenditure,14143000,1493
NC091,2013,fruitless,Fruitless and Wasteful Expenditure,999000,1494
NC092,2013,unauthorised,Unauthorised Expenditure,,1495
NC092,2013,irregular,Irregular Expenditure,,1496
NC092,2013,fruitless,Fruitless and Wasteful Expenditure,75000,1497
NC093,2013,unauthorised,Unauthorised Expenditure,1474000,1498
NC093,2013,irregular,Irregular Expenditure,2257000,1499
NC093,2013,fruitless,Fruitless and Wasteful Expenditure,565000,1500
NC094,2013,unauthorised,Unauthorised Expenditure,14134000,1501
NC094,2013,irregular,Irregular Expenditure,892000,1502
NC094,2013,fruitless,Fruitless and Wasteful Expenditure,210000,1503
DC9,2013,unauthorised,Unauthorised Expenditure,1000000,1504
DC9,2013,irregular,Irregular Expenditure,184000,1505
DC9,2013,fruitless,Fruitless and Wasteful Expenditure,182000,1506
NW371,2013,unauthorised,Unauthorised Expenditure,325000,1507
NW371,2013,irregular,Irregular Expenditure,34355000,1508
NW371,2013,fruitless,Fruitless and Wasteful Expenditure,6231000,1509
NW372,2013,unauthorised,Unauthorised Expenditure,,1510
NW372,2013,irregular,Irregular Expenditure,2669000,1511
NW372,2013,fruitless,Fruitless and Wasteful Expenditure,169000,1512
NW373,2013,unauthorised,Unauthorised Expenditure,348567000,1513
NW373,2013,irregular,Irregular Expenditure,70493000,1514
NW373,2013,fruitless,Fruitless and Wasteful Expenditure,,1515
NW374,2013,unauthorised,Unauthorised Expenditure,17279000,1516
NW374,2013,irregular,Irregular Expenditure,7169000,1517
NW374,2013,fruitless,Fruitless and Wasteful Expenditure,755000,1518
NW375,2013,unauthorised,Unauthorised Expenditure,17287000,1519
NW375,2013,irregular,Irregular Expenditure,204555000,1520
NW375,2013,fruitless,Fruitless and Wasteful Expenditure,7077000,1521
DC37,2013,unauthorised,Unauthorised Expenditure,7392000,1522
DC37,2013,irregular,Irregular Expenditure,3050000,1523
DC37,2013,fruitless,Fruitless and Wasteful Expenditure,,1524
NW381,2013,unauthorised,Unauthorised Expenditure,,1525
NW381,2013,irregular,Irregular Expenditure,9932000,1526
NW381,2013,fruitless,Fruitless and Wasteful Expenditure,7744000,1527
NW382,2013,unauthorised,Unauthorised Expenditure,11234000,1528
NW382,2013,irregular,Irregular Expenditure,36314000,1529
NW382,2013,fruitless,Fruitless and Wasteful Expenditure,1465000,1530
NW383,2013,unauthorised,Unauthorised Expenditure,111809000,1531
NW383,2013,irregular,Irregular Expenditure,93588000,1532
NW383,2013,fruitless,Fruitless and Wasteful Expenditure,4526000,1533
NW384,2013,unauthorised,Unauthorised Expenditure,,1534
NW384,2013,irregular,Irregular Expenditure,,1535
NW384,2013,fruitless,Fruitless and Wasteful Expenditure,3754000,1536
NW385,2013,unauthorised,Unauthorised Expenditure,,1537
NW385,2013,irregular,Irregular Expenditure,1305000,1538
NW385,2013,fruitless,Fruitless and Wasteful Expenditure,923000,1539
DC38,2013,unauthorised,Unauthorised Expenditure,53781000,1540
DC38,2013,irregular,Irregular Expenditure,,1541
DC38,2013,fruitless,Fruitless and Wasteful Expenditure,,1542
NW392,2013,unauthorised,Unauthorised Expenditure,117062000,1543
NW392,2013,irregular,Irregular Expenditure,14359000,1544
NW392,2013,fruitless,Fruitless and Wasteful Expenditure,59243000,1545
NW393,2013,unauthorised,Unauthorised Expenditure,78415000,1546
NW393,2013,irregular,Irregular Expenditure,21949000,1547
NW393,2013,fruitless,Fruitless and Wasteful Expenditure,944000,1548
NW394,2013,unauthorised,Unauthorised Expenditure,,1549
NW394,2013,irregular,Irregular Expenditure,39459000,1550
NW394,2013,fruitless,Fruitless and Wasteful Expenditure,,1551
NW396,2013,unauthorised,Unauthorised Expenditure,,1552
NW396,2013,irregular,Irregular Expenditure,,1553
NW396,2013,fruitless,Fruitless and Wasteful Expenditure,2621000,1554
NW397,2013,unauthorised,Unauthorised Expenditure,0,1555
NW397,2013,irregular,Irregular Expenditure,0,1556
NW397,2013,fruitless,Fruitless and Wasteful Expenditure,0,1557
DC39,2013,unauthorised,Unauthorised Expenditure,6079000,1558
DC39,2013,irregular,Irregular Expenditure,16509000,1559
DC39,2013,fruitless,Fruitless and Wasteful Expenditure,,1560
NW401,2013,unauthorised,Unauthorised Expenditure,17042000,1561
NW401,2013,irregular,Irregular Expenditure,71199000,1562
NW401,2013,fruitless,Fruitless and Wasteful Expenditure,12341000,1563
NW402,2013,unauthorised,Unauthorised Expenditure,235248000,1564
NW402,2013,irregular,Irregular Expenditure,363449000,1565
NW402,2013,fruitless,Fruitless and Wasteful Expenditure,1441000,1566
NW403,2013,unauthorised,Unauthorised Expenditure,844562000,1567
NW403,2013,irregular,Irregular Expenditure,397771000,1568
NW403,2013,fruitless,Fruitless and Wasteful Expenditure,31045000,1569
NW404,2013,unauthorised,Unauthorised Expenditure,34424000,1570
NW404,2013,irregular,Irregular Expenditure,3236000,1571
NW404,2013,fruitless,Fruitless and Wasteful Expenditure,20918000,1572
DC40,2013,unauthorised,Unauthorised Expenditure,,1573
DC40,2013,irregular,Irregular Expenditure,4067000,1574
DC40,2013,fruitless,Fruitless and Wasteful Expenditure,25000,1575
CPT,2013,unauthorised,Unauthorised Expenditure,,1576
CPT,2013,irregular,Irregular Expenditure,1465000,1577
CPT,2013,fruitless,Fruitless and Wasteful Expenditure,,1578
WC011,2013,unauthorised,Unauthorised Expenditure,74600000,1579
WC011,2013,irregular,Irregular Expenditure,39082000,1580
WC011,2013,fruitless,Fruitless and Wasteful Expenditure,613000,1581
WC012,2013,unauthorised,Unauthorised Expenditure,4608000,1582
WC012,2013,irregular,Irregular Expenditure,1930000,1583
WC012,2013,fruitless,Fruitless and Wasteful Expenditure,286000,1584
WC013,2013,unauthorised,Unauthorised Expenditure,1356000,1585
WC013,2013,irregular,Irregular Expenditure,616000,1586
WC013,2013,fruitless,Fruitless and Wasteful Expenditure,,1587
WC014,2013,unauthorised,Unauthorised Expenditure,,1588
WC014,2013,irregular,Irregular Expenditure,28585000,1589
WC014,2013,fruitless,Fruitless and Wasteful Expenditure,187000,1590
WC015,2013,unauthorised,Unauthorised Expenditure,7724000,1591
WC015,2013,irregular,Irregular Expenditure,,1592
WC015,2013,fruitless,Fruitless and Wasteful Expenditure,12188000,1593
DC1,2013,unauthorised,Unauthorised Expenditure,0,1594
DC1,2013,irregular,Irregular Expenditure,0,1595
DC1,2013,fruitless,Fruitless and Wasteful Expenditure,0,1596
WC022,2013,unauthorised,Unauthorised Expenditure,,1597
WC022,2013,irregular,Irregular Expenditure,431000,1598
WC022,2013,fruitless,Fruitless and Wasteful Expenditure,,1599
WC023,2013,unauthorised,Unauthorised Expenditure,2024000,1600
WC023,2013,irregular,Irregular Expenditure,5833000,1601
WC023,2013,fruitless,Fruitless and Wasteful Expenditure,66000,1602
WC024,2013,unauthorised,Unauthorised Expenditure,43477000,1603
WC024,2013,irregular,Irregular Expenditure,12984000,1604
WC024,2013,fruitless,Fruitless and Wasteful Expenditure,,1605
WC025,2013,unauthorised,Unauthorised Expenditure,,1606
WC025,2013,irregular,Irregular Expenditure,45000,1607
WC025,2013,fruitless,Fruitless and Wasteful Expenditure,,1608
WC026,2013,unauthorised,Unauthorised Expenditure,0,1609
WC026,2013,irregular,Irregular Expenditure,0,1610
WC026,2013,fruitless,Fruitless and Wasteful Expenditure,0,1611
DC2,2013,unauthorised,Unauthorised Expenditure,2531000,1612
DC2,2013,irregular,Irregular Expenditure,9207000,1613
DC2,2013,fruitless,Fruitless and Wasteful Expenditure,51000,1614
WC031,2013,unauthorised,Unauthorised Expenditure,97110000,1615
WC031,2013,irregular,Irregular Expenditure,775000,1616
WC031,2013,fruitless,Fruitless and Wasteful Expenditure,,1617
WC032,2013,unauthorised,Unauthorised Expenditure,,1618
WC032,2013,irregular,Irregular Expenditure,30179000,1619
WC032,2013,fruitless,Fruitless and Wasteful Expenditure,176000,1620
WC033,2013,unauthorised,Unauthorised Expenditure,26375000,1621
WC033,2013,irregular,Irregular Expenditure,,1622
WC033,2013,fruitless,Fruitless and Wasteful Expenditure,,1623
WC034,2013,unauthorised,Unauthorised Expenditure,10352000,1624
WC034,2013,irregular,Irregular Expenditure,1958000,1625
WC034,2013,fruitless,Fruitless and Wasteful Expenditure,314000,1626
DC3,2013,unauthorised,Unauthorised Expenditure,140000,1627
DC3,2013,irregular,Irregular Expenditure,2936000,1628
DC3,2013,fruitless,Fruitless and Wasteful Expenditure,,1629
WC041,2013,unauthorised,Unauthorised Expenditure,53354000,1630
WC041,2013,irregular,Irregular Expenditure,1966000,1631
WC041,2013,fruitless,Fruitless and Wasteful Expenditure,3649000,1632
WC042,2013,unauthorised,Unauthorised Expenditure,9914000,1633
WC042,2013,irregular,Irregular Expenditure,837000,1634
WC042,2013,fruitless,Fruitless and Wasteful Expenditure,1337000,1635
WC043,2013,unauthorised,Unauthorised Expenditure,132304000,1636
WC043,2013,irregular,Irregular Expenditure,,1637
WC043,2013,fruitless,Fruitless and Wasteful Expenditure,,1638
WC044,2013,unauthorised,Unauthorised Expenditure,20468000,1639
WC044,2013,irregular,Irregular Expenditure,,1640
WC044,2013,fruitless,Fruitless and Wasteful Expenditure,11050000,1641
WC045,2013,unauthorised,Unauthorised Expenditure,42058000,1642
WC045,2013,irregular,Irregular Expenditure,2896000,1643
WC045,2013,fruitless,Fruitless and Wasteful Expenditure,9161000,1644
WC047,2013,unauthorised,Unauthorised Expenditure,26917000,1645
WC047,2013,irregular,Irregular Expenditure,42039000,1646
WC047,2013,fruitless,Fruitless and Wasteful Expenditure,944000,1647
WC048,2013,unauthorised,Unauthorised Expenditure,15066000,1648
WC048,2013,irregular,Irregular Expenditure,6360000,1649
WC048,2013,fruitless,Fruitless and Wasteful Expenditure,408221000,1650
DC4,2013,unauthorised,Unauthorised Expenditure,14015000,1651
DC4,2013,irregular,Irregular Expenditure,8872000,1652
DC4,2013,fruitless,Fruitless and Wasteful Expenditure,726043000,1653
WC051,2013,unauthorised,Unauthorised Expenditure,12227000,1654
WC051,2013,irregular,Irregular Expenditure,7709000,1655
WC051,2013,fruitless,Fruitless and Wasteful Expenditure,610000,1656
WC052,2013,unauthorised,Unauthorised Expenditure,6240000,1657
WC052,2013,irregular,Irregular Expenditure,,1658
WC052,2013,fruitless,Fruitless and Wasteful Expenditure,801000,1659
WC053,2013,unauthorised,Unauthorised Expenditure,14394000,1660
WC053,2013,irregular,Irregular Expenditure,,1661
WC053,2013,fruitless,Fruitless and Wasteful Expenditure,,1662
DC5,2013,unauthorised,Unauthorised Expenditure,491000,1663
DC5,2013,irregular,Irregular Expenditure,2813000,1664
DC5,2013,fruitless,Fruitless and Wasteful Expenditure,,1665
EC103,2015,unauthorised,Unauthorised Expenditure,10715448,3346
EC103,2015,irregular,Irregular Expenditure,22800000,3347
EC103,2015,fruitless,Fruitless and Wasteful Expenditure,,3348
EC107,2015,unauthorised,Unauthorised Expenditure,816529,3358
EC107,2015,irregular,Irregular Expenditure,247618,3359
EC107,2015,fruitless,Fruitless and Wasteful Expenditure,744265,3360
EC127,2015,unauthorised,Unauthorised Expenditure,35917952,3385
EC127,2015,irregular,Irregular Expenditure,14117756,3386
EC127,2015,fruitless,Fruitless and Wasteful Expenditure,1106552,3387
EC128,2015,unauthorised,Unauthorised Expenditure,13665660,3388
EC128,2015,irregular,Irregular Expenditure,16632140,3389
EC128,2015,fruitless,Fruitless and Wasteful Expenditure,4257093,3390
EC132,2015,unauthorised,Unauthorised Expenditure,2080156,3397
EC132,2015,irregular,Irregular Expenditure,1018220,3398
EC132,2015,fruitless,Fruitless and Wasteful Expenditure,9306,3399
EC133,2015,unauthorised,Unauthorised Expenditure,,3400
EC133,2015,irregular,Irregular Expenditure,193729,3401
EC133,2015,fruitless,Fruitless and Wasteful Expenditure,617702,3402
EC134,2015,unauthorised,Unauthorised Expenditure,25466581,3403
EC134,2015,irregular,Irregular Expenditure,58973414,3404
EC134,2015,fruitless,Fruitless and Wasteful Expenditure,563388,3405
EC143,2015,unauthorised,Unauthorised Expenditure,15521839,3427
EC143,2015,irregular,Irregular Expenditure,798850,3428
EC143,2015,fruitless,Fruitless and Wasteful Expenditure,5280150,3429
EC144,2015,unauthorised,Unauthorised Expenditure,2322101,3430
EC144,2015,irregular,Irregular Expenditure,11018456,3431
EC144,2015,fruitless,Fruitless and Wasteful Expenditure,5500878,3432
FS164,2015,unauthorised,Unauthorised Expenditure,29661000,3481
FS164,2015,irregular,Irregular Expenditure,40137425,3482
FS164,2015,fruitless,Fruitless and Wasteful Expenditure,506026,3483
GT482,2015,unauthorised,Unauthorised Expenditure,,3565
GT482,2015,irregular,Irregular Expenditure,164556251,3566
GT482,2015,fruitless,Fruitless and Wasteful Expenditure,11245830,3567
GT483,2015,unauthorised,Unauthorised Expenditure,278853296,3568
GT483,2015,irregular,Irregular Expenditure,28326846,3569
GT483,2015,fruitless,Fruitless and Wasteful Expenditure,8383674,3570
KZN211,2015,unauthorised,Unauthorised Expenditure,,3580
KZN211,2015,irregular,Irregular Expenditure,5105928,3581
KZN211,2015,fruitless,Fruitless and Wasteful Expenditure,151613,3582
KZN215,2015,unauthorised,Unauthorised Expenditure,,3592
KZN215,2015,irregular,Irregular Expenditure,,3593
KZN215,2015,fruitless,Fruitless and Wasteful Expenditure,61806,3594
KZN232,2015,unauthorised,Unauthorised Expenditure,,3625
KZN232,2015,irregular,Irregular Expenditure,6772,3626
KZN232,2015,fruitless,Fruitless and Wasteful Expenditure,22232,3627
KZN233,2015,unauthorised,Unauthorised Expenditure,424706,3628
KZN233,2015,irregular,Irregular Expenditure,2889002,3629
KZN233,2015,fruitless,Fruitless and Wasteful Expenditure,1700,3630
KZN234,2015,unauthorised,Unauthorised Expenditure,21275398,3631
KZN234,2015,irregular,Irregular Expenditure,1840267,3632
KZN234,2015,fruitless,Fruitless and Wasteful Expenditure,,3633
KZN236,2015,unauthorised,Unauthorised Expenditure,,3637
KZN236,2015,irregular,Irregular Expenditure,,3638
KZN236,2015,fruitless,Fruitless and Wasteful Expenditure,58052,3639
KZN273,2015,unauthorised,Unauthorised Expenditure,31146,3694
KZN273,2015,irregular,Irregular Expenditure,11206789,3695
KZN273,2015,fruitless,Fruitless and Wasteful Expenditure,168843,3696
KZN274,2015,unauthorised,Unauthorised Expenditure,10142242,3697
KZN274,2015,irregular,Irregular Expenditure,63592745,3698
KZN274,2015,fruitless,Fruitless and Wasteful Expenditure,301466,3699
KZN283,2015,unauthorised,Unauthorised Expenditure,,3712
KZN283,2015,irregular,Irregular Expenditure,1467744,3713
KZN283,2015,fruitless,Fruitless and Wasteful Expenditure,,3714
KZN431,2015,unauthorised,Unauthorised Expenditure,6018053,3742
KZN431,2015,irregular,Irregular Expenditure,11447406,3743
KZN431,2015,fruitless,Fruitless and Wasteful Expenditure,59418,3744
KZN432,2015,unauthorised,Unauthorised Expenditure,7362552,3745
KZN432,2015,irregular,Irregular Expenditure,4700849,3746
