demarcation_code,financial_year,item_code,item_label,amount,id
DC47,2017,fruitless,Fruitless and Wasteful Expenditure,21801793,7157
MP301,2016,unauthorised,Unauthorised Expenditure,24775207,7159
MP301,2017,unauthorised,Unauthorised Expenditure,57478201,7160
MP301,2016,irregular,Irregular Expenditure,72046489,7162
MP301,2017,irregular,Irregular Expenditure,83520814,7163
MP301,2016,fruitless,Fruitless and Wasteful Expenditure,6358271,7165
MP301,2017,fruitless,Fruitless and Wasteful Expenditure,3987589,7166
MP302,2016,unauthorised,Unauthorised Expenditure,71440311,7168
MP302,2017,unauthorised,Unauthorised Expenditure,137371561,7169
MP302,2016,irregular,Irregular Expenditure,143745250,7171
MP302,2017,irregular,Irregular Expenditure,120818985,7172
MP302,2016,fruitless,Fruitless and Wasteful Expenditure,47221090,7174
MP302,2017,fruitless,Fruitless and Wasteful Expenditure,41022917,7175
MP303,2016,unauthorised,Unauthorised Expenditure,48209978,7177
MP303,2017,unauthorised,Unauthorised Expenditure,55100011,7178
MP303,2016,irregular,Irregular Expenditure,5737962,7180
MP303,2017,irregular,Irregular Expenditure,236444144,7181
MP303,2016,fruitless,Fruitless and Wasteful Expenditure,7660673,7183
MP303,2017,fruitless,Fruitless and Wasteful Expenditure,8822975,7184
MP304,2016,unauthorised,Unauthorised Expenditure,,7186
MP304,2017,unauthorised,Unauthorised Expenditure,,7187
MP304,2016,irregular,Irregular Expenditure,14484401,7189
MP304,2017,irregular,Irregular Expenditure,3988375,7190
MP304,2016,fruitless,Fruitless and Wasteful Expenditure,2336,7192
MP304,2017,fruitless,Fruitless and Wasteful Expenditure,229,7193
MP305,2016,unauthorised,Unauthorised Expenditure,225400371,7195
MP305,2017,unauthorised,Unauthorised Expenditure,,7196
MP305,2016,irregular,Irregular Expenditure,29965731,7198
MP305,2017,irregular,Irregular Expenditure,81207979,7199
MP305,2016,fruitless,Fruitless and Wasteful Expenditure,26781860,7201
MP305,2017,fruitless,Fruitless and Wasteful Expenditure,42602843,7202
MP306,2016,unauthorised,Unauthorised Expenditure,37311567,7204
MP306,2017,unauthorised,Unauthorised Expenditure,33415190,7205
MP306,2016,irregular,Irregular Expenditure,11361735,7207
MP306,2017,irregular,Irregular Expenditure,37435836,7208
MP306,2016,fruitless,Fruitless and Wasteful Expenditure,395393,7210
MP306,2017,fruitless,Fruitless and Wasteful Expenditure,1910180,7211
MP307,2016,unauthorised,Unauthorised Expenditure,2432461,7213
MP307,2017,unauthorised,Unauthorised Expenditure,308741545,7214
MP307,2016,irregular,Irregular Expenditure,92239724,7216
MP307,2017,irregular,Irregular Expenditure,101029082,7217
MP307,2016,fruitless,Fruitless and Wasteful Expenditure,29148529,7219
MP307,2017,fruitless,Fruitless and Wasteful Expenditure,32806466,7220
DC30,2016,unauthorised,Unauthorised Expenditure,,7222
DC30,2017,unauthorised,Unauthorised Expenditure,,7223
DC30,2016,irregular,Irregular Expenditure,37442,7225
DC30,2017,irregular,Irregular Expenditure,,7226
DC30,2016,fruitless,Fruitless and Wasteful Expenditure,,7228
DC30,2017,fruitless,Fruitless and Wasteful Expenditure,,7229
MP311,2016,unauthorised,Unauthorised Expenditure,112029138,7231
MP311,2017,unauthorised,Unauthorised Expenditure,16556801,7232
MP311,2016,irregular,Irregular Expenditure,17168970,7234
MP311,2017,irregular,Irregular Expenditure,14724595,7235
MP311,2016,fruitless,Fruitless and Wasteful Expenditure,1303148,7237
MP311,2017,fruitless,Fruitless and Wasteful Expenditure,2620790,7238
MP312,2016,unauthorised,Unauthorised Expenditure,830519395,7240
MP312,2017,unauthorised,Unauthorised Expenditure,196030929,7241
MP312,2016,irregular,Irregular Expenditure,55629125,7243
MP312,2017,irregular,Irregular Expenditure,85449860,7244
MP312,2016,fruitless,Fruitless and Wasteful Expenditure,74156399,7246
MP312,2017,fruitless,Fruitless and Wasteful Expenditure,79399418,7247
MP313,2016,unauthorised,Unauthorised Expenditure,9442663,7249
MP313,2017,unauthorised,Unauthorised Expenditure,1415381,7250
MP313,2016,irregular,Irregular Expenditure,31699889,7252
MP313,2017,irregular,Irregular Expenditure,19403820,7253
MP313,2016,fruitless,Fruitless and Wasteful Expenditure,800,7255
MP313,2017,fruitless,Fruitless and Wasteful Expenditure,,7256
MP314,2016,unauthorised,Unauthorised Expenditure,2145720,7258
MP314,2017,unauthorised,Unauthorised Expenditure,9564767,7259
MP314,2016,irregular,Irregular Expenditure,35693594,7261
MP314,2017,irregular,Irregular Expenditure,26542954,7262
MP314,2016,fruitless,Fruitless and Wasteful Expenditure,4881687,7264
MP314,2017,fruitless,Fruitless and Wasteful Expenditure,5472602,7265
MP315,2016,unauthorised,Unauthorised Expenditure,93422231,7267
MP315,2017,unauthorised,Unauthorised Expenditure,2216027,7268
MP315,2016,irregular,Irregular Expenditure,76391928,7270
MP315,2017,irregular,Irregular Expenditure,16708211,7271
MP315,2016,fruitless,Fruitless and Wasteful Expenditure,303650,7273
MP315,2017,fruitless,Fruitless and Wasteful Expenditure,18758,7274
MP316,2016,unauthorised,Unauthorised Expenditure,9051125,7276
MP316,2017,unauthorised,Unauthorised Expenditure,52943876,7277
MP316,2016,irregular,Irregular Expenditure,100773550,7279
MP316,2017,irregular,Irregular Expenditure,173219943,7280
MP316,2016,fruitless,Fruitless and Wasteful Expenditure,34688,7282
MP316,2017,fruitless,Fruitless and Wasteful Expenditure,58096,7283
DC31,2016,unauthorised,Unauthorised Expenditure,,7285
DC31,2017,unauthorised,Unauthorised Expenditure,,7286
DC31,2016,irregular,Irregular Expenditure,1880067,7288
DC31,2017,irregular,Irregular Expenditure,859933,7289
DC31,2016,fruitless,Fruitless and Wasteful Expenditure,12843,7291
DC31,2017,fruitless,Fruitless and Wasteful Expenditure,,7292
MP321,2016,unauthorised,Unauthorised Expenditure,22748359,7294
MP321,2017,unauthorised,Unauthorised Expenditure,58654108,7295
MP321,2016,irregular,Irregular Expenditure,28756863,7297
MP321,2017,irregular,Irregular Expenditure,60005781,7298
MP321,2016,fruitless,Fruitless and Wasteful Expenditure,44206695,7300
MP321,2017,fruitless,Fruitless and Wasteful Expenditure,10993875,7301
MP324,2016,unauthorised,Unauthorised Expenditure,96110857,7303
MP324,2017,unauthorised,Unauthorised Expenditure,62867924,7304
MP324,2016,irregular,Irregular Expenditure,180094494,7306
MP324,2017,irregular,Irregular Expenditure,93119571,7307
MP324,2016,fruitless,Fruitless and Wasteful Expenditure,3254105,7309
MP324,2017,fruitless,Fruitless and Wasteful Expenditure,1795084,7310
MP325,2016,unauthorised,Unauthorised Expenditure,65110000,7312
MP325,2017,unauthorised,Unauthorised Expenditure,55320810,7313
MP325,2016,irregular,Irregular Expenditure,569684824,7315
MP325,2017,irregular,Irregular Expenditure,492786181,7316
MP325,2016,fruitless,Fruitless and Wasteful Expenditure,334706,7318
MP325,2017,fruitless,Fruitless and Wasteful Expenditure,27217505,7319
MP326,2016,unauthorised,Unauthorised Expenditure,,7321
MP326,2017,unauthorised,Unauthorised Expenditure,285959601,7322
MP326,2016,irregular,Irregular Expenditure,,7324
MP326,2017,irregular,Irregular Expenditure,348397757,7325
MP326,2016,fruitless,Fruitless and Wasteful Expenditure,,7327
MP326,2017,fruitless,Fruitless and Wasteful Expenditure,14552847,7328
DC32,2016,unauthorised,Unauthorised Expenditure,,7330
DC32,2017,unauthorised,Unauthorised Expenditure,,7331
DC32,2016,irregular,Irregular Expenditure,,7333
DC32,2017,irregular,Irregular Expenditure,368220,7334
DC32,2016,fruitless,Fruitless and Wasteful Expenditure,,7336
DC32,2017,fruitless,Fruitless and Wasteful Expenditure,,7337
NC451,2016,unauthorised,Unauthorised Expenditure,100223960,7339
NC451,2017,unauthorised,Unauthorised Expenditure,61966801,7340
NC451,2016,irregular,Irregular Expenditure,7459821,7342
NC451,2017,irregular,Irregular Expenditure,,7343
NC451,2016,fruitless,Fruitless and Wasteful Expenditure,14795,7345
NC451,2017,fruitless,Fruitless and Wasteful Expenditure,2470763,7346
NC452,2016,unauthorised,Unauthorised Expenditure,37089438,7348
NC452,2017,unauthorised,Unauthorised Expenditure,85754314,7349
NC452,2016,irregular,Irregular Expenditure,53211335,7351
NC452,2017,irregular,Irregular Expenditure,38631368,7352
NC452,2016,fruitless,Fruitless and Wasteful Expenditure,981882,7354
NC452,2017,fruitless,Fruitless and Wasteful Expenditure,2646932,7355
NC453,2016,unauthorised,Unauthorised Expenditure,179225375,7357
NC453,2017,unauthorised,Unauthorised Expenditure,374110344,7358
NC453,2016,irregular,Irregular Expenditure,63530788,7360
NC453,2017,irregular,Irregular Expenditure,68042333,7361
NC453,2016,fruitless,Fruitless and Wasteful Expenditure,617797,7363
NC453,2017,fruitless,Fruitless and Wasteful Expenditure,3745345,7364
DC45,2016,unauthorised,Unauthorised Expenditure,9273290,7366
DC45,2017,unauthorised,Unauthorised Expenditure,3259394,7367
DC45,2016,irregular,Irregular Expenditure,2493810,7369
DC45,2017,irregular,Irregular Expenditure,8321529,7370
DC45,2016,fruitless,Fruitless and Wasteful Expenditure,251625,7372
DC45,2017,fruitless,Fruitless and Wasteful Expenditure,62441,7373
NC061,2016,unauthorised,Unauthorised Expenditure,8683605,7375
NC061,2017,unauthorised,Unauthorised Expenditure,10629634,7376
NC061,2016,irregular,Irregular Expenditure,4075351,7378
NC061,2017,irregular,Irregular Expenditure,5013271,7379
NC061,2016,fruitless,Fruitless and Wasteful Expenditure,19381,7381
NC061,2017,fruitless,Fruitless and Wasteful Expenditure,109009,7382
NC062,2016,unauthorised,Unauthorised Expenditure,5723073,7384
NC062,2017,unauthorised,Unauthorised Expenditure,21433974,7385
NC062,2016,irregular,Irregular Expenditure,4287139,7387
NC062,2017,irregular,Irregular Expenditure,3577097,7388
NC062,2016,fruitless,Fruitless and Wasteful Expenditure,2697522,7390
NC062,2017,fruitless,Fruitless and Wasteful Expenditure,4482430,7391
NC064,2016,unauthorised,Unauthorised Expenditure,10999101,7393
NC064,2017,unauthorised,Unauthorised Expenditure,90897844,7394
NC064,2016,irregular,Irregular Expenditure,1520248,7396
NC064,2017,irregular,Irregular Expenditure,4658449,7397
NC064,2016,fruitless,Fruitless and Wasteful Expenditure,2444160,7399
NC064,2017,fruitless,Fruitless and Wasteful Expenditure,2004863,7400
NC065,2016,unauthorised,Unauthorised Expenditure,2384975,7402
NC065,2017,unauthorised,Unauthorised Expenditure,24270989,7403
NC065,2016,irregular,Irregular Expenditure,4548520,7405
NC065,2017,irregular,Irregular Expenditure,36653713,7406
NC065,2016,fruitless,Fruitless and Wasteful Expenditure,805560,7408
NC065,2017,fruitless,Fruitless and Wasteful Expenditure,57000,7409
NC066,2016,unauthorised,Unauthorised Expenditure,9457593,7411
NC066,2017,unauthorised,Unauthorised Expenditure,11699778,7412
NC066,2016,irregular,Irregular Expenditure,14926648,7414
NC066,2017,irregular,Irregular Expenditure,5801360,7415
NC066,2016,fruitless,Fruitless and Wasteful Expenditure,674716,7417
NC066,2017,fruitless,Fruitless and Wasteful Expenditure,256676,7418
NC067,2016,unauthorised,Unauthorised Expenditure,3993478,7420
NC067,2017,unauthorised,Unauthorised Expenditure,10140323,7421
NC067,2016,irregular,Irregular Expenditure,832336,7423
NC067,2017,irregular,Irregular Expenditure,,7424
NC067,2016,fruitless,Fruitless and Wasteful Expenditure,627590,7426
NC067,2017,fruitless,Fruitless and Wasteful Expenditure,1348088,7427
DC6,2016,unauthorised,Unauthorised Expenditure,,7429
DC6,2017,unauthorised,Unauthorised Expenditure,,7430
DC6,2016,irregular,Irregular Expenditure,,7432
DC6,2017,irregular,Irregular Expenditure,129919,7433
DC6,2016,fruitless,Fruitless and Wasteful Expenditure,,7435
DC6,2017,fruitless,Fruitless and Wasteful Expenditure,,7436
NC071,2016,unauthorised,Unauthorised Expenditure,,7438
NC071,2017,unauthorised,Unauthorised Expenditure,101699554,7439
NC071,2016,irregular,Irregular Expenditure,819041,7441
NC071,2017,irregular,Irregular Expenditure,8598425,7442
NC071,2016,fruitless,Fruitless and Wasteful Expenditure,33454,7444
NC071,2017,fruitless,Fruitless and Wasteful Expenditure,8504939,7445
NC072,2016,unauthorised,Unauthorised Expenditure,27770937,7447
NC072,2017,unauthorised,Unauthorised Expenditure,5599814,7448
NC072,2016,irregular,Irregular Expenditure,8708768,7450
NC072,2017,irregular,Irregular Expenditure,11154984,7451
NC072,2016,fruitless,Fruitless and Wasteful Expenditure,,7453
NC072,2017,fruitless,Fruitless and Wasteful Expenditure,,7454
NC073,2016,unauthorised,Unauthorised Expenditure,71974257,7456
NC073,2017,unauthorised,Unauthorised Expenditure,76893986,7457
NC073,2016,irregular,Irregular Expenditure,6080708,7459
NC073,2017,irregular,Irregular Expenditure,8592680,7460
NC073,2016,fruitless,Fruitless and Wasteful Expenditure,503670,7462
NC073,2017,fruitless,Fruitless and Wasteful Expenditure,941457,7463
NC074,2016,unauthorised,Unauthorised Expenditure,8885,7465
NC074,2017,unauthorised,Unauthorised Expenditure,935567,7466
NC074,2016,irregular,Irregular Expenditure,,7468
NC074,2017,irregular,Irregular Expenditure,775443,7469
NC074,2016,fruitless,Fruitless and Wasteful Expenditure,,7471
NC074,2017,fruitless,Fruitless and Wasteful Expenditure,16320,7472
NC075,2016,unauthorised,Unauthorised Expenditure,28899968,7474
NC075,2017,unauthorised,Unauthorised Expenditure,33750184,7475
NC075,2016,irregular,Irregular Expenditure,29458750,7477
NC075,2017,irregular,Irregular Expenditure,7465047,7478
NC075,2016,fruitless,Fruitless and Wasteful Expenditure,6550780,7480
NC075,2017,fruitless,Fruitless and Wasteful Expenditure,7189316,7481
NC076,2016,unauthorised,Unauthorised Expenditure,,7483
NC076,2017,unauthorised,Unauthorised Expenditure,14125604,7484
NC076,2016,irregular,Irregular Expenditure,23984767,7486
NC076,2017,irregular,Irregular Expenditure,13706032,7487
NC076,2016,fruitless,Fruitless and Wasteful Expenditure,4201905,7489
NC076,2017,fruitless,Fruitless and Wasteful Expenditure,6157767,7490
NC077,2016,unauthorised,Unauthorised Expenditure,129484309,7492
NC077,2017,unauthorised,Unauthorised Expenditure,28348695,7493
NC077,2016,irregular,Irregular Expenditure,10202092,7495
NC077,2017,irregular,Irregular Expenditure,,7496
NC077,2016,fruitless,Fruitless and Wasteful Expenditure,1687610,7498
NC077,2017,fruitless,Fruitless and Wasteful Expenditure,88646,7499
NC078,2016,unauthorised,Unauthorised Expenditure,16891941,7501
NC078,2017,unauthorised,Unauthorised Expenditure,31865056,7502
NC078,2016,irregular,Irregular Expenditure,38804611,7504
NC078,2017,irregular,Irregular Expenditure,9383166,7505
NC078,2016,fruitless,Fruitless and Wasteful Expenditure,7091344,7507
NC078,2017,fruitless,Fruitless and Wasteful Expenditure,11737808,7508
DC7,2016,unauthorised,Unauthorised Expenditure,,7510
DC7,2017,unauthorised,Unauthorised Expenditure,,7511
DC7,2016,irregular,Irregular Expenditure,2566915,7513
DC7,2017,irregular,Irregular Expenditure,4738648,7514
DC7,2016,fruitless,Fruitless and Wasteful Expenditure,,7516
DC7,2017,fruitless,Fruitless and Wasteful Expenditure,123623,7517
NC082,2016,unauthorised,Unauthorised Expenditure,62733701,7519
NC082,2017,unauthorised,Unauthorised Expenditure,112084108,7520
NC082,2016,irregular,Irregular Expenditure,11683173,7522
NC082,2017,irregular,Irregular Expenditure,16934384,7523
NC082,2016,fruitless,Fruitless and Wasteful Expenditure,9596321,7525
NC082,2017,fruitless,Fruitless and Wasteful Expenditure,30611267,7526
NC084,2016,unauthorised,Unauthorised Expenditure,7802092,7528
NC084,2017,unauthorised,Unauthorised Expenditure,4515460,7529
NC084,2016,irregular,Irregular Expenditure,,7531
NC084,2017,irregular,Irregular Expenditure,,7532
NC084,2016,fruitless,Fruitless and Wasteful Expenditure,34377,7534
NC084,2017,fruitless,Fruitless and Wasteful Expenditure,3573230,7535
NC085,2016,unauthorised,Unauthorised Expenditure,25998499,7537
NC085,2017,unauthorised,Unauthorised Expenditure,42861441,7538
NC085,2016,irregular,Irregular Expenditure,4535270,7540
NC085,2017,irregular,Irregular Expenditure,3511179,7541
NC085,2016,fruitless,Fruitless and Wasteful Expenditure,4699037,7543
NC085,2017,fruitless,Fruitless and Wasteful Expenditure,8296703,7544
NC086,2016,unauthorised,Unauthorised Expenditure,4975228,7546
NC086,2017,unauthorised,Unauthorised Expenditure,19009768,7547
NC086,2016,irregular,Irregular Expenditure,622635,7549
NC086,2017,irregular,Irregular Expenditure,14911171,7550
NC086,2016,fruitless,Fruitless and Wasteful Expenditure,1050402,7552
NC086,2017,fruitless,Fruitless and Wasteful Expenditure,1189107,7553
NC087,2016,unauthorised,Unauthorised Expenditure,,7555
NC087,2017,unauthorised,Unauthorised Expenditure,105621658,7556
NC087,2016,irregular,Irregular Expenditure,,7558
NC087,2017,irregular,Irregular Expenditure,11749741,7559
NC087,2016,fruitless,Fruitless and Wasteful Expenditure,,7561
NC087,2017,fruitless,Fruitless and Wasteful Expenditure,204052,7562
DC8,2016,unauthorised,Unauthorised Expenditure,,7564
DC8,2017,unauthorised,Unauthorised Expenditure,3873685,7565
DC8,2016,irregular,Irregular Expenditure,,7567
DC8,2017,irregular,Irregular Expenditure,,7568
DC8,2016,fruitless,Fruitless and Wasteful Expenditure,247920,7570
DC8,2017,fruitless,Fruitless and Wasteful Expenditure,34651,7571
NC091,2016,unauthorised,Unauthorised Expenditure,10329679,7573
NC091,2017,unauthorised,Unauthorised Expenditure,,7574
NC091,2016,irregular,Irregular Expenditure,67518900,7576
NC091,2017,irregular,Irregular Expenditure,2795094,7577
NC091,2016,fruitless,Fruitless and Wasteful Expenditure,1574360,7579
NC091,2017,fruitless,Fruitless and Wasteful Expenditure,70141,7580
NC092,2016,unauthorised,Unauthorised Expenditure,70237386,7582
NC092,2017,unauthorised,Unauthorised Expenditure,52120475,7583
NC092,2016,irregular,Irregular Expenditure,136166576,7585
NC092,2017,irregular,Irregular Expenditure,19043252,7586
NC092,2016,fruitless,Fruitless and Wasteful Expenditure,3663307,7588
NC092,2017,fruitless,Fruitless and Wasteful Expenditure,8947897,7589
NC093,2016,unauthorised,Unauthorised Expenditure,11846723,7591
NC093,2017,unauthorised,Unauthorised Expenditure,15669579,7592
NC093,2016,irregular,Irregular Expenditure,5963080,7594
NC093,2017,irregular,Irregular Expenditure,5485550,7595
NC093,2016,fruitless,Fruitless and Wasteful Expenditure,4941830,7597
NC093,2017,fruitless,Fruitless and Wasteful Expenditure,5224279,7598
NC094,2016,unauthorised,Unauthorised Expenditure,202990554,7600
NC094,2017,unauthorised,Unauthorised Expenditure,131096688,7601
NC094,2016,irregular,Irregular Expenditure,35515333,7603
NC094,2017,irregular,Irregular Expenditure,87570713,7604
NC094,2016,fruitless,Fruitless and Wasteful Expenditure,745339,7606
NC094,2017,fruitless,Fruitless and Wasteful Expenditure,7299633,7607
DC9,2016,unauthorised,Unauthorised Expenditure,6455,7609
DC9,2017,unauthorised,Unauthorised Expenditure,,7610
DC9,2016,irregular,Irregular Expenditure,329050,7612
DC9,2017,irregular,Irregular Expenditure,3019265,7613
DC9,2016,fruitless,Fruitless and Wasteful Expenditure,42077,7615
DC9,2017,fruitless,Fruitless and Wasteful Expenditure,19654,7616
NW371,2016,unauthorised,Unauthorised Expenditure,84927590,7618
NW371,2017,unauthorised,Unauthorised Expenditure,31076458,7619
NW371,2016,irregular,Irregular Expenditure,63199745,7621
NW371,2017,irregular,Irregular Expenditure,556973849,7622
NW371,2016,fruitless,Fruitless and Wasteful Expenditure,992002,7624
NW371,2017,fruitless,Fruitless and Wasteful Expenditure,1736522,7625
NW372,2016,unauthorised,Unauthorised Expenditure,796321559,7627
NW372,2017,unauthorised,Unauthorised Expenditure,,7628
NW372,2016,irregular,Irregular Expenditure,166414144,7630
NW372,2017,irregular,Irregular Expenditure,561993322,7631
NW372,2016,fruitless,Fruitless and Wasteful Expenditure,7330977,7633
NW372,2017,fruitless,Fruitless and Wasteful Expenditure,6667961,7634
NW373,2016,unauthorised,Unauthorised Expenditure,427557000,7636
NW373,2017,unauthorised,Unauthorised Expenditure,,7637
NW373,2016,irregular,Irregular Expenditure,758980000,7639
NW373,2017,irregular,Irregular Expenditure,983511000,7640
NW373,2016,fruitless,Fruitless and Wasteful Expenditure,894000,7642
NW373,2017,fruitless,Fruitless and Wasteful Expenditure,490000,7643
NW374,2016,unauthorised,Unauthorised Expenditure,72895736,7645
NW374,2017,unauthorised,Unauthorised Expenditure,62586808,7646
NW374,2016,irregular,Irregular Expenditure,12951885,7648
NW374,2017,irregular,Irregular Expenditure,34587395,7649
NW374,2016,fruitless,Fruitless and Wasteful Expenditure,4943736,7651
NW374,2017,fruitless,Fruitless and Wasteful Expenditure,9747667,7652
NW375,2016,unauthorised,Unauthorised Expenditure,,7654
NW375,2017,unauthorised,Unauthorised Expenditure,,7655
NW375,2016,irregular,Irregular Expenditure,52908952,7657
NW375,2017,irregular,Irregular Expenditure,71676595,7658
NW375,2016,fruitless,Fruitless and Wasteful Expenditure,72254,7660
NW375,2017,fruitless,Fruitless and Wasteful Expenditure,20000,7661
DC37,2016,unauthorised,Unauthorised Expenditure,5424249,7663
DC37,2017,unauthorised,Unauthorised Expenditure,76735787,7664
DC37,2016,irregular,Irregular Expenditure,6938426,7666
DC37,2017,irregular,Irregular Expenditure,141009506,7667
DC37,2016,fruitless,Fruitless and Wasteful Expenditure,,7669
DC37,2017,fruitless,Fruitless and Wasteful Expenditure,358628,7670
NW381,2016,unauthorised,Unauthorised Expenditure,,7672
NW381,2017,unauthorised,Unauthorised Expenditure,3712535,7673
NW381,2016,irregular,Irregular Expenditure,4970745,7675
NW381,2017,irregular,Irregular Expenditure,575947,7676
NW381,2016,fruitless,Fruitless and Wasteful Expenditure,23000,7678
NW381,2017,fruitless,Fruitless and Wasteful Expenditure,123031,7679
NW382,2016,unauthorised,Unauthorised Expenditure,39770082,7681
NW382,2017,unauthorised,Unauthorised Expenditure,85995788,7682
NW382,2016,irregular,Irregular Expenditure,179226730,7684
NW382,2017,irregular,Irregular Expenditure,31098699,7685
NW382,2016,fruitless,Fruitless and Wasteful Expenditure,5317737,7687
NW382,2017,fruitless,Fruitless and Wasteful Expenditure,13156445,7688
NW383,2016,unauthorised,Unauthorised Expenditure,133445207,7690
NW383,2017,unauthorised,Unauthorised Expenditure,198546512,7691
NW383,2016,irregular,Irregular Expenditure,303985053,7693
NW383,2017,irregular,Irregular Expenditure,107506559,7694
NW383,2016,fruitless,Fruitless and Wasteful Expenditure,370769,7696
NW383,2017,fruitless,Fruitless and Wasteful Expenditure,1532586,7697
NW384,2016,unauthorised,Unauthorised Expenditure,44429483,7699
NW384,2017,unauthorised,Unauthorised Expenditure,,7700
NW384,2016,irregular,Irregular Expenditure,2685267,7702
NW384,2017,irregular,Irregular Expenditure,75974171,7703
NW384,2016,fruitless,Fruitless and Wasteful Expenditure,4296831,7705
NW384,2017,fruitless,Fruitless and Wasteful Expenditure,37491726,7706
NW385,2016,unauthorised,Unauthorised Expenditure,59018590,7708
NW385,2017,unauthorised,Unauthorised Expenditure,2038640,7709
NW385,2016,irregular,Irregular Expenditure,31376407,7711
NW385,2017,irregular,Irregular Expenditure,42443355,7712
NW385,2016,fruitless,Fruitless and Wasteful Expenditure,1495314,7714
NW385,2017,fruitless,Fruitless and Wasteful Expenditure,4236113,7715
DC38,2016,unauthorised,Unauthorised Expenditure,252052656,7717
DC38,2017,unauthorised,Unauthorised Expenditure,142066586,7718
DC38,2016,irregular,Irregular Expenditure,911609611,7720
DC38,2017,irregular,Irregular Expenditure,827840544,7721
DC38,2016,fruitless,Fruitless and Wasteful Expenditure,2159707,7723
DC38,2017,fruitless,Fruitless and Wasteful Expenditure,4396407,7724
NW392,2016,unauthorised,Unauthorised Expenditure,60158320,7726
NW392,2017,unauthorised,Unauthorised Expenditure,28227765,7727
NW392,2016,irregular,Irregular Expenditure,3163057,7729
NW392,2017,irregular,Irregular Expenditure,2076713,7730
NW392,2016,fruitless,Fruitless and Wasteful Expenditure,29515344,7732
NW392,2017,fruitless,Fruitless and Wasteful Expenditure,35127494,7733
NW393,2016,unauthorised,Unauthorised Expenditure,1571297,7735
NW393,2017,unauthorised,Unauthorised Expenditure,,7736
NW393,2016,irregular,Irregular Expenditure,36655555,7738
NW393,2017,irregular,Irregular Expenditure,58115457,7739
NW393,2016,fruitless,Fruitless and Wasteful Expenditure,3351447,7741
NW393,2017,fruitless,Fruitless and Wasteful Expenditure,8387582,7742
NW394,2016,unauthorised,Unauthorised Expenditure,26554437,7744
NW394,2017,unauthorised,Unauthorised Expenditure,4826318,7745
NW394,2016,irregular,Irregular Expenditure,26276308,7747
NW394,2017,irregular,Irregular Expenditure,22891426,7748
NW394,2016,fruitless,Fruitless and Wasteful Expenditure,152706,7750
NW394,2017,fruitless,Fruitless and Wasteful Expenditure,2232130,7751
NW396,2016,unauthorised,Unauthorised Expenditure,,7753
NW396,2017,unauthorised,Unauthorised Expenditure,,7754
NW396,2016,irregular,Irregular Expenditure,1567868,7756
NW396,2017,irregular,Irregular Expenditure,1813265,7757
NW396,2016,fruitless,Fruitless and Wasteful Expenditure,5748877,7759
NW396,2017,fruitless,Fruitless and Wasteful Expenditure,5100551,7760
NW397,2016,unauthorised,Unauthorised Expenditure,40057656,7762
NW397,2017,unauthorised,Unauthorised Expenditure,17605127,7763
NW397,2016,irregular,Irregular Expenditure,131722106,7765
NW397,2017,irregular,Irregular Expenditure,34407425,7766
NW397,2016,fruitless,Fruitless and Wasteful Expenditure,82968,7768
NW397,2017,fruitless,Fruitless and Wasteful Expenditure,41243,7769
DC39,2016,unauthorised,Unauthorised Expenditure,43028362,7771
DC39,2017,unauthorised,Unauthorised Expenditure,42035250,7772
DC39,2016,irregular,Irregular Expenditure,200092166,7774
DC39,2017,irregular,Irregular Expenditure,302484889,7775
DC39,2016,fruitless,Fruitless and Wasteful Expenditure,33761,7777
DC39,2017,fruitless,Fruitless and Wasteful Expenditure,36925,7778
NW403,2016,unauthorised,Unauthorised Expenditure,73697807,7780
NW403,2017,unauthorised,Unauthorised Expenditure,184080291,7781
NW403,2016,irregular,Irregular Expenditure,210463005,7783
NW403,2017,irregular,Irregular Expenditure,310993101,7784
NW403,2016,fruitless,Fruitless and Wasteful Expenditure,23264026,7786
NW403,2017,fruitless,Fruitless and Wasteful Expenditure,37420124,7787
NW404,2016,unauthorised,Unauthorised Expenditure,40034602,7789
NW404,2017,unauthorised,Unauthorised Expenditure,130771342,7790
NW404,2016,irregular,Irregular Expenditure,72524882,7792
NW404,2017,irregular,Irregular Expenditure,26053163,7793
NW404,2016,fruitless,Fruitless and Wasteful Expenditure,2351520,7795
NW404,2017,fruitless,Fruitless and Wasteful Expenditure,4037095,7796
NW405,2016,unauthorised,Unauthorised Expenditure,,7798
NW405,2017,unauthorised,Unauthorised Expenditure,162461438,7799
NW405,2016,irregular,Irregular Expenditure,,7801
NW405,2017,irregular,Irregular Expenditure,40956197,7802
NW405,2016,fruitless,Fruitless and Wasteful Expenditure,,7804
NW405,2017,fruitless,Fruitless and Wasteful Expenditure,19616601,7805
DC40,2016,unauthorised,Unauthorised Expenditure,37848620,7807
DC40,2017,unauthorised,Unauthorised Expenditure,12620301,7808
DC40,2016,irregular,Irregular Expenditure,8668284,7810
DC40,2017,irregular,Irregular Expenditure,58722570,7811
DC40,2016,fruitless,Fruitless and Wasteful Expenditure,30242,7813
DC40,2017,fruitless,Fruitless and Wasteful Expenditure,39542,7814
CPT,2016,unauthorised,Unauthorised Expenditure,,7816
CPT,2017,unauthorised,Unauthorised Expenditure,,7817
CPT,2016,irregular,Irregular Expenditure,2000,7819
CPT,2017,irregular,Irregular Expenditure,47037000,7820
CPT,2016,fruitless,Fruitless and Wasteful Expenditure,,7822
